date,time,currency,impact,event,actual,forecast,previous
Mar 1,5:00pm,EUR,orange,CPI Flash Estimate y/y,2.6%,2.5%,2.8%
Mar 1,5:00pm,EUR,yellow,Italian Prelim CPI m/m,0.1%,0.3%,0.3%
Mar 1,5:00pm,EUR,yellow,Unemployment Rate,6.4%,6.4%,6.5%
Mar 1,9:00pm,GBP,yellow,MPC Member Pill Speaks,N/A,N/A,N/A
Mar 1,9:30pm,CAD,yellow,Manufacturing PMI,49.7,N/A,48.3
Mar 1,9:45pm,USD,yellow,Final Manufacturing PMI,52.2,51.5,51.5
Mar 1,10:00pm,USD,red,ISM Manufacturing PMI,47.8,49.5,49.1
Mar 1,10:00pm,USD,red,Revised UoM Consumer Sentiment,76.9,79.6,79.6
Mar 1,10:00pm,USD,orange,ISM Manufacturing Prices,52.5,53.5,52.9
Mar 1,10:00pm,USD,yellow,Construction Spending m/m,-0.2%,0.2%,1.1%
Mar 1,10:00pm,USD,yellow,Revised UoM Inflation Expectations,3.0%,N/A,3.0%
Mar 1,10:15pm,USD,orange,FOMC Member Waller Speaks,N/A,N/A,N/A
Mar 1,All Day,USD,yellow,Wards Total Vehicle Sales,15.8M,15.4M,15.0M
Mar 1,11:00pm,USD,yellow,Fed Monetary Policy Report,N/A,N/A,N/A
Mar 2,12:15am,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
Mar 2,1:30am,USD,yellow,FOMC Member Daly Speaks,N/A,N/A,N/A
Mar 2,3:30am,USD,yellow,FOMC Member Kugler Speaks,N/A,N/A,N/A
Mar 4,4:45am,NZD,yellow,Overseas Trade Index q/q,-7.8%,-0.1%,-0.6%
Mar 4,6:50am,JPY,yellow,Capital Spending q/y,16.4%,2.9%,3.4%
Mar 4,6:50am,JPY,yellow,Monetary Base y/y,2.4%,4.7%,4.8%
Mar 4,7:02am,AUD,yellow,MI Inflation Gauge m/m,-0.1%,N/A,0.3%
Mar 4,7:30am,AUD,yellow,ANZ Job Advertisements m/m,-2.8%,N/A,3.4%
Mar 4,7:30am,AUD,yellow,Building Approvals m/m,-1.0%,3.8%,-10.1%
Mar 4,7:30am,AUD,yellow,Company Operating Profits q/q,7.4%,1.1%,-1.6%
Mar 4,2:30pm,CHF,red,CPI m/m,0.6%,0.5%,0.2%
Mar 4,2:45pm,EUR,yellow,French Gov Budget Balance,-25.7B,N/A,-173.3B
Mar 4,3:00pm,EUR,yellow,Spanish Unemployment Change,-7.5K,50.0K,60.4K
Mar 4,4:30pm,EUR,yellow,Sentix Investor Confidence,-10.5,-10.8,-12.9
Mar 5,6:30am,JPY,orange,Tokyo Core CPI y/y,2.5%,2.5%,1.8%
Mar 5,7:00am,NZD,yellow,ANZ Commodity Prices m/m,3.5%,N/A,2.1%
Mar 5,7:01am,GBP,yellow,BRC Retail Sales Monitor y/y,1.0%,1.6%,1.4%
Mar 5,7:30am,AUD,yellow,Current Account,11.8B,4.9B,1.3B
Mar 5,8:45am,CNY,orange,Caixin Services PMI,52.5,52.9,52.7
Mar 5,10:35am,JPY,yellow,10-y Bond Auction,0.72|3.2,N/A,0.74|3.6
Mar 5,11:00am,JPY,red,BOJ Gov Ueda Speaks,N/A,N/A,N/A
Mar 5,2:45pm,EUR,yellow,French Industrial Production m/m,-1.1%,-0.1%,0.4%
Mar 5,3:15pm,EUR,yellow,Spanish Services PMI,54.7,53.4,52.1
Mar 5,3:45pm,EUR,yellow,Italian Services PMI,52.2,52.2,51.2
Mar 5,3:50pm,EUR,yellow,French Final Services PMI,48.4,48.0,48.0
Mar 5,3:55pm,EUR,yellow,German Final Services PMI,48.3,48.2,48.2
Mar 5,4:00pm,EUR,yellow,Final Services PMI,50.2,50.0,50.0
Mar 5,4:30pm,GBP,yellow,Final Services PMI,53.8,54.3,54.3
Mar 5,5:00pm,EUR,yellow,PPI m/m,-0.9%,-0.1%,-0.9%
Mar 5,9:24pm,NZD,yellow,GDT Price Index,-2.3%,N/A,0.5%
Mar 5,9:45pm,USD,yellow,Final Services PMI,52.3,51.4,51.3
Mar 5,10:00pm,USD,red,ISM Services PMI,52.6,53.0,53.4
Mar 5,10:00pm,USD,yellow,Factory Orders m/m,-3.6%,-3.1%,-0.3%
Mar 5,10:36pm,USD,yellow,RCM/TIPP Economic Optimism,43.5,45.2,44.0
Mar 6,12:00am,USD,yellow,FOMC Member Barr Speaks,N/A,N/A,N/A
Mar 6,3:30am,USD,yellow,FOMC Member Barr Speaks,N/A,N/A,N/A
Mar 6,7:30am,AUD,red,GDP q/q,0.2%,0.2%,0.3%
Mar 6,2:00pm,EUR,yellow,German Trade Balance,27.5B,21.0B,23.3B
Mar 6,4:30pm,GBP,orange,Construction PMI,49.7,49.0,48.8
Mar 6,5:00pm,EUR,yellow,Retail Sales m/m,0.1%,0.1%,-0.6%
Mar 6,7:34pm,GBP,red,Annual Budget Release,N/A,N/A,N/A
Mar 6,8:15pm,USD,red,ADP Non-Farm Employment Change,140K,149K,111K
Mar 6,8:30pm,CAD,yellow,Labor Productivity q/q,0.4%,0.2%,-0.5%
Mar 6,9:45pm,CAD,red,BOC Rate Statement,N/A,N/A,N/A
Mar 6,9:45pm,CAD,red,Overnight Rate,5.00%,5.00%,5.00%
Mar 6,10:00pm,CAD,orange,Ivey PMI,53.9,54.2,56.5
Mar 6,10:00pm,USD,red,Fed Chair Powell Testifies,N/A,N/A,N/A
Mar 6,10:00pm,USD,red,JOLTS Job Openings,8.86M,8.80M,8.89M
Mar 6,10:00pm,USD,yellow,Final Wholesale Inventories m/m,-0.3%,-0.1%,-0.1%
Mar 6,10:30pm,CAD,red,BOC Press Conference,N/A,N/A,N/A
Mar 6,10:30pm,USD,yellow,Crude Oil Inventories,1.4M,2.4M,4.2M
Mar 7,12:00am,USD,yellow,FOMC Member Daly Speaks,N/A,N/A,N/A
Mar 7,2:00am,USD,yellow,Beige Book,N/A,N/A,N/A
Mar 7,4:45am,NZD,yellow,Manufacturing Sales q/q,-0.7%,N/A,-2.8%
Mar 7,6:30am,JPY,yellow,Average Cash Earnings y/y,2.0%,1.3%,0.8%
Mar 7,7:30am,AUD,yellow,Goods Trade Balance,11.03B,11.42B,10.74B
Mar 7,10:01am,CNY,yellow,Trade Balance,891B,620B,541B
Mar 7,10:02am,CNY,yellow,USD-Denominated Trade Balance,125.2B,110.3B,75.3B
Mar 7,10:35am,JPY,yellow,30-y Bond Auction,1.77|2.9,N/A,1.79|3.2
Mar 7,1:45pm,CHF,yellow,Unemployment Rate,2.2%,2.2%,2.2%
Mar 7,2:00pm,EUR,yellow,German Factory Orders m/m,-11.3%,-6.0%,12.0%
Mar 7,2:00pm,GBP,yellow,Halifax HPI m/m,0.4%,0.8%,1.2%
Mar 7,3:00pm,CHF,orange,Foreign Currency Reserves,678B,N/A,662B
Mar 7,4:55pm,EUR,yellow,Spanish 10-y Bond Auction,3.16|2.2,N/A,3.14|1.9
Mar 7,5:09pm,EUR,yellow,French 10-y Bond Auction,2.81|2.4,N/A,2.70|1.9
Mar 7,7:30pm,USD,yellow,Challenger Job Cuts y/y,8.8%,N/A,-20.0%
Mar 7,8:15pm,EUR,red,Main Refinancing Rate,4.50%,4.50%,4.50%
Mar 7,8:15pm,EUR,red,Monetary Policy Statement,N/A,N/A,N/A
Mar 7,8:30pm,CAD,yellow,Building Permits m/m,13.5%,4.6%,-11.5%
Mar 7,8:30pm,CAD,yellow,Trade Balance,0.5B,-0.1B,-0.9B
Mar 7,8:30pm,USD,red,Unemployment Claims,217K,217K,217K
Mar 7,8:30pm,USD,yellow,Revised Nonfarm Productivity q/q,3.2%,3.1%,3.2%
Mar 7,8:30pm,USD,yellow,Revised Unit Labor Costs q/q,0.4%,0.7%,0.5%
Mar 7,8:30pm,USD,yellow,Trade Balance,-67.4B,-63.4B,-64.2B
Mar 7,8:45pm,EUR,red,ECB Press Conference,N/A,N/A,N/A
Mar 7,10:00pm,USD,red,Fed Chair Powell Testifies,N/A,N/A,N/A
Mar 7,10:30pm,USD,yellow,Natural Gas Storage,-40B,-42B,-96B
Mar 7,11:30pm,USD,orange,FOMC Member Mester Speaks,N/A,N/A,N/A
Mar 8,3:00am,USD,yellow,Consumer Credit m/m,19.5B,10.1B,0.9B
Mar 8,6:30am,JPY,yellow,Household Spending y/y,-6.3%,-4.1%,-2.5%
Mar 8,6:50am,JPY,yellow,Bank Lending y/y,3.0%,3.2%,3.1%
Mar 8,6:50am,JPY,yellow,Current Account,2.73T,2.07T,1.81T
Mar 8,9:00am,USD,yellow,President Biden Speaks,N/A,N/A,N/A
Mar 8,12:00pm,JPY,yellow,Leading Indicators,109.9%,109.7%,110.2%
Mar 8,1:00pm,JPY,yellow,Economy Watchers Sentiment,51.3,50.6,50.2
Mar 8,2:00pm,EUR,yellow,German Industrial Production m/m,1.0%,0.5%,-2.0%
Mar 8,2:00pm,EUR,yellow,German PPI m/m,0.2%,0.1%,-0.8%
Mar 8,2:45pm,EUR,yellow,French Trade Balance,-7.4B,-6.5B,-6.4B
Mar 8,5:00pm,EUR,yellow,Final Employment Change q/q,0.3%,0.3%,0.3%
Mar 8,5:00pm,EUR,yellow,Revised GDP q/q,0.0%,0.0%,0.0%
Mar 8,7:00pm,USD,yellow,FOMC Member Williams Speaks,N/A,N/A,N/A
Mar 8,8:30pm,CAD,red,Employment Change,40.7K,21.1K,37.3K
Mar 8,8:30pm,CAD,red,Unemployment Rate,5.8%,5.8%,5.7%
Mar 8,8:30pm,CAD,yellow,Capacity Utilization Rate,78.7%,80.2%,78.8%
Mar 8,8:30pm,USD,red,Average Hourly Earnings m/m,0.1%,0.2%,0.5%
Mar 8,8:30pm,USD,red,Non-Farm Employment Change,275K,198K,229K
Mar 8,8:30pm,USD,red,Unemployment Rate,3.9%,3.7%,3.7%
Mar 9,8:30am,CNY,orange,CPI y/y,0.7%,0.3%,-0.8%
Mar 9,8:30am,CNY,orange,PPI y/y,-2.7%,-2.5%,-2.5%
Mar 10,2:00pm,CAD,gray,Daylight Saving Time Shift,N/A,N/A,N/A
Mar 10,2:00pm,USD,gray,Daylight Saving Time Shift,N/A,N/A,N/A
Mar 11,6:50am,JPY,orange,Final GDP q/q,0.1%,0.3%,-0.1%
Mar 11,6:50am,JPY,yellow,Final GDP Price Index y/y,3.9%,3.8%,3.8%
Mar 11,6:50am,JPY,yellow,M2 Money Stock y/y,2.5%,2.4%,2.5%
Mar 11,12:59pm,JPY,yellow,Prelim Machine Tool Orders y/y,-8.0%,N/A,-14.0%
Mar 11,3:00pm,CHF,yellow,SECO Consumer Climate,-42,-35,-41
Mar 11,All Day,EUR,yellow,Eurogroup Meetings,N/A,N/A,N/A
Mar 11,8:00pm,GBP,yellow,BOE Quarterly Bulletin,N/A,N/A,N/A
Mar 12,12:00am,GBP,yellow,MPC Member Mann Speaks,N/A,N/A,N/A
Mar 12,5:30am,AUD,yellow,RBA Assist Gov Hunter Speaks,N/A,N/A,N/A
Mar 12,6:50am,JPY,yellow,BSI Manufacturing Index,-6.7,6.2,5.7
Mar 12,6:50am,JPY,yellow,PPI y/y,0.6%,0.6%,0.2%
Mar 12,7:30am,AUD,yellow,NAB Business Confidence,0,N/A,1
Mar 12,2:00pm,EUR,yellow,German Final CPI m/m,0.4%,0.4%,0.4%
Mar 12,2:00pm,GBP,red,Claimant Count Change,16.8K,20.3K,3.1K
Mar 12,2:00pm,GBP,orange,Average Earnings Index 3m/y,5.6%,5.7%,5.8%
Mar 12,2:00pm,GBP,yellow,Unemployment Rate,3.9%,3.8%,3.8%
Mar 12,All Day,EUR,yellow,ECOFIN Meetings,N/A,N/A,N/A
Mar 12,5:00pm,USD,yellow,NFIB Small Business Index,89.4,90.5,89.9
Mar 12,5:03pm,GBP,yellow,10-y Bond Auction,3.93|3.6,N/A,4.13|3.1
Mar 12,6:00pm,GBP,yellow,MPC Member Mann Speaks,N/A,N/A,N/A
Mar 12,7:30pm,USD,red,Core CPI m/m,0.4%,0.3%,0.4%
Mar 12,7:30pm,USD,red,CPI m/m,0.4%,0.4%,0.3%
Mar 12,7:30pm,USD,red,CPI y/y,3.2%,3.1%,3.1%
Mar 12,8:30pm,GBP,yellow,CB Leading Index m/m,-0.3%,N/A,-0.3%
Mar 12,11:15pm,GBP,orange,BOE Gov Bailey Speaks,N/A,N/A,N/A
Mar 13,12:01am,USD,red,10-y Bond Auction,4.17|2.5,N/A,4.09|2.6
Mar 13,1:00am,USD,yellow,Federal Budget Balance,-296.3B,-298.5B,-21.9B
Mar 13,4:45am,NZD,yellow,FPI m/m,-0.6%,N/A,1.2%
Mar 13,2:00pm,EUR,yellow,German WPI m/m,-0.1%,0.2%,0.1%
Mar 13,2:00pm,GBP,red,GDP m/m,0.2%,0.2%,-0.1%
Mar 13,2:00pm,GBP,yellow,Construction Output m/m,1.1%,0.0%,-0.5%
Mar 13,2:00pm,GBP,yellow,Goods Trade Balance,-14.5B,-14.9B,-14.0B
Mar 13,2:00pm,GBP,yellow,Index of Services 3m/3m,0.0%,0.0%,-0.2%
Mar 13,2:00pm,GBP,yellow,Industrial Production m/m,-0.2%,0.0%,0.6%
Mar 13,2:00pm,GBP,yellow,Manufacturing Production m/m,0.0%,0.0%,0.8%
Mar 13,4:00pm,EUR,yellow,Italian Quarterly Unemployment Rate,7.4%,7.3%,7.6%
Mar 13,5:00pm,EUR,yellow,Industrial Production m/m,-3.2%,-1.8%,1.6%
Mar 13,5:33pm,EUR,yellow,German 10-y Bond Auction,2.31|2.3,N/A,2.38|2.1
Mar 13,6:50pm,GBP,yellow,NIESR GDP Estimate,0.0%,N/A,-0.1%
Mar 13,9:30pm,USD,yellow,Crude Oil Inventories,-1.5M,0.9M,1.4M
Mar 14,12:01am,USD,red,30-y Bond Auction,4.33|2.5,N/A,4.36|2.4
Mar 14,4:45am,NZD,yellow,Visitor Arrivals m/m,8.2%,N/A,-2.3%
Mar 14,7:01am,GBP,yellow,RICS House Price Balance,-10%,-10%,-19%
Mar 14,2:30pm,CHF,yellow,PPI m/m,0.1%,0.2%,-0.5%
Mar 14,7:30pm,CAD,yellow,Manufacturing Sales m/m,0.2%,0.3%,-1.1%
Mar 14,7:30pm,USD,red,Core PPI m/m,0.3%,0.2%,0.5%
Mar 14,7:30pm,USD,red,Core Retail Sales m/m,0.3%,0.5%,-0.8%
Mar 14,7:30pm,USD,red,PPI m/m,0.6%,0.3%,0.3%
Mar 14,7:30pm,USD,red,Retail Sales m/m,0.6%,0.8%,-1.1%
Mar 14,7:30pm,USD,red,Unemployment Claims,209K,218K,210K
Mar 14,9:00pm,USD,yellow,Business Inventories m/m,0.0%,0.2%,0.3%
Mar 14,9:30pm,USD,yellow,Natural Gas Storage,-9B,-3B,-40B
Mar 15,4:30am,NZD,yellow,BusinessNZ Manufacturing Index,49.3,N/A,47.5
Mar 15,8:30am,CNY,yellow,New Home Prices m/m,-0.36%,N/A,-0.37%
Mar 15,11:30am,JPY,yellow,Tertiary Industry Activity m/m,0.3%,0.1%,0.5%
Mar 15,2:45pm,EUR,yellow,French Final CPI m/m,0.9%,0.8%,0.8%
Mar 15,3:34pm,CNY,orange,New Loans,1450B,1540B,4920B
Mar 15,3:34pm,CNY,yellow,M2 Money Supply y/y,8.7%,8.8%,8.7%
Mar 15,4:30pm,GBP,yellow,Consumer Inflation Expectations,3.0%,N/A,3.3%
Mar 15,5:00pm,EUR,yellow,Italian Retail Sales m/m,-0.1%,0.2%,-0.2%
Mar 15,6:00pm,EUR,yellow,Italian Trade Balance,2.66B,6.22B,5.53B
Mar 15,7:15pm,CAD,yellow,Housing Starts,253K,227K,223K
Mar 15,7:30pm,CAD,yellow,Foreign Securities Purchases,8.88B,2.05B,10.80B
Mar 15,7:30pm,CAD,yellow,Wholesale Sales m/m,0.1%,-0.6%,-0.3%
Mar 15,7:30pm,USD,red,Empire State Manufacturing Index,-20.9,-7.0,-2.4
Mar 15,7:30pm,USD,yellow,Import Prices m/m,0.3%,0.3%,0.8%
Mar 15,8:15pm,USD,orange,Industrial Production m/m,0.1%,0.0%,-0.5%
Mar 15,8:15pm,USD,yellow,Capacity Utilization Rate,78.3%,78.5%,78.3%
Mar 15,9:00pm,USD,red,Prelim UoM Consumer Sentiment,76.5,77.1,76.9
Mar 15,9:00pm,USD,orange,Prelim UoM Inflation Expectations,3.0%,N/A,3.0%
Mar 18,4:30am,NZD,yellow,BusinessNZ Services Index,53.0,N/A,52.2
Mar 18,6:50am,JPY,yellow,Core Machinery Orders m/m,-1.7%,-0.7%,2.7%
Mar 18,7:01am,GBP,yellow,Rightmove HPI m/m,1.5%,N/A,0.9%
Mar 18,9:00am,CNY,red,Industrial Production y/y,7.0%,5.3%,6.8%
Mar 18,9:00am,CNY,orange,Retail Sales y/y,5.5%,5.6%,7.4%
Mar 18,9:00am,CNY,yellow,Fixed Asset Investment ytd/y,4.2%,3.2%,3.0%
Mar 18,9:00am,CNY,yellow,NBS Press Conference,N/A,N/A,N/A
Mar 18,9:00am,CNY,yellow,Unemployment Rate,5.3%,5.1%,5.1%
Mar 18,5:00pm,EUR,yellow,Final Core CPI y/y,3.1%,3.1%,3.1%
Mar 18,5:00pm,EUR,yellow,Final CPI y/y,2.6%,2.6%,2.6%
Mar 18,5:00pm,EUR,yellow,Trade Balance,28.1B,14.2B,14.3B
Mar 18,7:30pm,CAD,yellow,IPPI m/m,0.7%,0.0%,-0.1%
Mar 18,7:30pm,CAD,yellow,RMPI m/m,2.1%,0.8%,1.2%
Mar 18,9:00pm,USD,yellow,NAHB Housing Market Index,51,48,48
Mar 19,10:30am,AUD,red,Cash Rate,4.35%,4.35%,4.35%
Mar 19,10:30am,AUD,red,RBA Rate Statement,N/A,N/A,N/A
Mar 19,10:36am,JPY,red,BOJ Policy Rate,<0.10%,-0.10%,-0.10%
Mar 19,10:36am,JPY,red,Monetary Policy Statement,N/A,N/A,N/A
Mar 19,11:30am,AUD,red,RBA Press Conference,N/A,N/A,N/A
Mar 19,11:30am,JPY,yellow,Revised Industrial Production m/m,-6.7%,-7.5%,-7.5%
Mar 19,1:30pm,JPY,red,BOJ Press Conference,N/A,N/A,N/A
Mar 19,2:00pm,CHF,yellow,Trade Balance,3.66B,3.50B,4.70B
Mar 19,3:00pm,CHF,yellow,SECO Economic Forecasts,N/A,N/A,N/A
Mar 19,5:00pm,EUR,yellow,German ZEW Economic Sentiment,31.7,20.6,19.9
Mar 19,5:00pm,EUR,yellow,ZEW Economic Sentiment,33.5,25.4,25.0
Mar 19,7:30pm,CAD,red,CPI m/m,0.3%,0.6%,0.0%
Mar 19,7:30pm,CAD,red,Median CPI y/y,3.1%,3.3%,3.3%
Mar 19,7:30pm,CAD,red,Trimmed CPI y/y,3.2%,3.4%,3.4%
Mar 19,7:30pm,CAD,orange,Common CPI y/y,3.1%,3.4%,3.3%
Mar 19,7:30pm,USD,orange,Building Permits,1.52M,1.50M,1.49M
Mar 19,7:30pm,USD,yellow,Housing Starts,1.52M,1.43M,1.37M
Mar 19,7:32pm,CAD,yellow,Core CPI m/m,0.1%,N/A,0.1%
Mar 19,9:08pm,NZD,yellow,GDT Price Index,-2.8%,N/A,-2.3%
Mar 20,2:05am,NZD,yellow,Westpac Consumer Sentiment,93.2,N/A,88.9
Mar 20,3:00am,USD,yellow,TIC Long-Term Purchases,36.1B,95.5B,158.6B
Mar 20,4:45am,NZD,yellow,Current Account,-7.84B,-7.79B,-10.97B
Mar 20,All Day,JPY,gray,Bank Holiday,N/A,N/A,N/A
Mar 20,8:15am,CNY,orange,1-y Loan Prime Rate,3.45%,3.45%,3.45%
Mar 20,8:15am,CNY,orange,5-y Loan Prime Rate,3.95%,3.95%,3.95%
Mar 20,2:00pm,EUR,yellow,German PPI m/m,-0.4%,-0.1%,0.2%
Mar 20,2:00pm,GBP,red,CPI y/y,3.4%,3.5%,4.0%
Mar 20,2:00pm,GBP,yellow,Core CPI y/y,4.5%,4.6%,5.1%
Mar 20,2:00pm,GBP,yellow,PPI Input m/m,-0.4%,0.2%,-0.1%
Mar 20,2:00pm,GBP,yellow,PPI Output m/m,0.3%,0.1%,0.0%
Mar 20,2:00pm,GBP,yellow,RPI y/y,4.5%,4.5%,4.9%
Mar 20,3:45pm,EUR,orange,ECB President Lagarde Speaks,N/A,N/A,N/A
Mar 20,4:00pm,EUR,yellow,Italian Industrial Production m/m,-1.2%,-0.6%,1.2%
Mar 20,4:30pm,GBP,yellow,HPI y/y,-0.6%,-0.7%,-2.2%
Mar 20,5:38pm,EUR,yellow,German 30-y Bond Auction,2.52|3.4,N/A,2.53|2.8
Mar 20,9:30pm,AUD,yellow,CB Leading Index m/m,0.2%,N/A,0.4%
Mar 20,9:30pm,USD,yellow,Crude Oil Inventories,-2.0M,-0.9M,-1.5M
Mar 20,10:00pm,EUR,yellow,Consumer Confidence,-15,-15,-16
Mar 20,11:30pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
Mar 21,12:30am,CAD,yellow,BOC Summary of Deliberations,N/A,N/A,N/A
Mar 21,1:00am,USD,red,Federal Funds Rate,5.50%,5.50%,5.50%
Mar 21,1:00am,USD,red,FOMC Economic Projections,N/A,N/A,N/A
Mar 21,1:00am,USD,red,FOMC Statement,N/A,N/A,N/A
Mar 21,1:30am,USD,red,FOMC Press Conference,N/A,N/A,N/A
Mar 21,4:45am,NZD,red,GDP q/q,-0.1%,0.1%,-0.3%
Mar 21,5:00am,AUD,yellow,Flash Manufacturing PMI,46.8,N/A,47.8
Mar 21,5:00am,AUD,yellow,Flash Services PMI,53.5,N/A,53.1
Mar 21,6:50am,JPY,yellow,Trade Balance,-0.45T,-0.83T,0.01T
Mar 21,7:30am,AUD,red,Employment Change,116.5K,39.7K,15.3K
Mar 21,7:30am,AUD,red,Unemployment Rate,3.7%,4.0%,4.1%
Mar 21,7:30am,JPY,yellow,Flash Manufacturing PMI,48.2,47.5,47.2
Mar 21,9:05am,NZD,yellow,Credit Card Spending y/y,2.2%,N/A,0.0%
Mar 21,2:00pm,GBP,yellow,Public Sector Net Borrowing,7.5B,6.3B,-17.0B
Mar 21,3:15pm,EUR,red,French Flash Manufacturing PMI,45.8,47.5,47.1
Mar 21,3:15pm,EUR,red,French Flash Services PMI,47.8,48.8,48.4
Mar 21,3:30pm,CHF,red,SNB Monetary Policy Assessment,N/A,N/A,N/A
Mar 21,3:30pm,CHF,red,SNB Policy Rate,1.50%,1.75%,1.75%
Mar 21,3:30pm,EUR,red,German Flash Manufacturing PMI,41.6,43.1,42.5
Mar 21,3:30pm,EUR,red,German Flash Services PMI,49.8,48.8,48.3
Mar 21,4:00pm,CHF,red,SNB Press Conference,N/A,N/A,N/A
Mar 21,4:00pm,EUR,orange,Flash Manufacturing PMI,45.7,47.0,46.5
Mar 21,4:00pm,EUR,orange,Flash Services PMI,51.1,50.5,50.2
Mar 21,4:00pm,EUR,yellow,Current Account,39.4B,32.3B,31.9B
Mar 21,4:00pm,EUR,yellow,ECB Economic Bulletin,N/A,N/A,N/A
Mar 21,4:30pm,GBP,red,Flash Manufacturing PMI,49.9,47.9,47.5
Mar 21,4:30pm,GBP,red,Flash Services PMI,53.4,53.8,53.8
Mar 21,6:00pm,EUR,yellow,German Buba Monthly Report,N/A,N/A,N/A
Mar 21,7:00pm,GBP,red,Monetary Policy Summary,N/A,N/A,N/A
Mar 21,7:00pm,GBP,red,MPC Official Bank Rate Votes,0-1-8,0-1-8,2-1-6
Mar 21,7:00pm,GBP,red,Official Bank Rate,5.25%,5.25%,5.25%
Mar 21,7:00pm,GBP,yellow,BOE Inflation Letter,N/A,N/A,N/A
Mar 21,7:30pm,CAD,yellow,NHPI m/m,0.1%,0.1%,-0.1%
Mar 21,7:30pm,USD,red,Unemployment Claims,210K,212K,212K
Mar 21,7:30pm,USD,orange,Philly Fed Manufacturing Index,3.2,-2.6,5.2
Mar 21,7:30pm,USD,yellow,Current Account,-195B,-209B,-196B
Mar 21,8:35pm,CAD,yellow,Gov Council Member Gravelle Speaks,N/A,N/A,N/A
Mar 21,8:45pm,USD,red,Flash Manufacturing PMI,52.5,51.8,52.2
Mar 21,8:45pm,USD,red,Flash Services PMI,51.7,52.0,52.3
Mar 21,9:00pm,USD,orange,Existing Home Sales,4.38M,3.95M,4.00M
Mar 21,9:00pm,USD,yellow,CB Leading Index m/m,0.1%,-0.1%,-0.4%
Mar 21,9:30pm,USD,yellow,Natural Gas Storage,7B,5B,-9B
Mar 21,11:00pm,USD,yellow,FOMC Member Barr Speaks,N/A,N/A,N/A
Mar 22,4:45am,NZD,yellow,Trade Balance,-218M,-825M,-1089M
Mar 22,6:30am,JPY,orange,National Core CPI y/y,2.8%,2.8%,2.0%
Mar 22,7:01am,GBP,yellow,GfK Consumer Confidence,-21,-19,-21
Mar 22,7:30am,AUD,yellow,RBA Financial Stability Review,N/A,N/A,N/A
Mar 22,2:00pm,EUR,yellow,German Import Prices m/m,0.0%,-0.4%,-1.0%
Mar 22,2:00pm,GBP,red,Retail Sales m/m,0.0%,-0.4%,3.6%
Mar 22,4:00pm,EUR,orange,German ifo Business Climate,87.8,85.9,85.7
Mar 22,4:00pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
Mar 22,4:01pm,CNY,yellow,Foreign Direct Investment ytd/y,-19.9%,N/A,-11.7%
Mar 22,All Day,EUR,red,Euro Summit,N/A,N/A,N/A
Mar 22,6:00pm,GBP,yellow,CBI Industrial Order Expectations,-18,-20,-20
Mar 22,7:30pm,CAD,orange,Core Retail Sales m/m,0.5%,-0.4%,0.6%
Mar 22,7:30pm,CAD,orange,Retail Sales m/m,-0.3%,-0.4%,0.9%
Mar 22,8:00pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
Mar 22,8:00pm,USD,red,Fed Chair Powell Speaks,N/A,N/A,N/A
