date,time,currency,impact,event,actual,forecast,previous
Sep 1,9:00am,EUR,orange,CPI Flash Estimate y/y,N/A,3.3%,2.9%
Sep 1,9:00am,EUR,yellow,Italian Prelim CPI m/m,N/A,0.5%,0.2%
Sep 1,9:00am,EUR,yellow,Unemployment Rate,N/A,6.3%,6.3%
Sep 1,12:30pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
Sep 1,1:05pm,USD,yellow,FOMC Member Barr Speaks,N/A,N/A,N/A
Sep 1,1:30pm,CAD,yellow,Manufacturing PMI,N/A,N/A,53.5
Sep 1,1:45pm,USD,yellow,Final Manufacturing PMI,N/A,53.3,53.2
Sep 1,2:00pm,USD,red,ISM Manufacturing PMI,N/A,55.2,55.6
Sep 1,2:00pm,USD,orange,ISM Manufacturing Prices,N/A,70.5,71.1
Sep 1,2:00pm,USD,orange,JOLTS Job Openings,N/A,7.33M,7.36M
Sep 1,2:00pm,USD,yellow,Construction Spending m/m,N/A,0.0%,-0.1%
Sep 1,2:04pm,USD,yellow,RCM/TIPP Economic Optimism,N/A,46.2,45.1
Sep 1,2:15pm,USD,yellow,Omdia Total Vehicle Sales,N/A,16.3M,16.3M
Sep 1,3:15pm,ALL,yellow,G20 Meetings,N/A,N/A,N/A
Sep 1,3:25pm,NZD,yellow,GDT Price Index,N/A,N/A,2.3%
Sep 1,8:30pm,USD,yellow,API Weekly Statistical Bulletin,N/A,N/A,N/A
Sep 1,10:45pm,NZD,yellow,Building Consents m/m,N/A,N/A,-3.6%
Sep 1,11:50pm,JPY,yellow,Monetary Base y/y,N/A,-13.5%,-13.8%
Sep 2,1:30am,AUD,red,GDP q/q,N/A,0.3%,0.3%
Sep 2,2:00am,NZD,red,Official Cash Rate,N/A,2.75%,2.50%
Sep 2,2:00am,NZD,red,RBNZ Monetary Policy Statement,N/A,N/A,N/A
Sep 2,2:00am,NZD,red,RBNZ Rate Statement,N/A,N/A,N/A
Sep 2,3:00am,NZD,red,RBNZ Press Conference,N/A,N/A,N/A
Sep 2,6:45am,EUR,yellow,French Gov Budget Balance,N/A,N/A,-106.8B
Sep 2,7:00am,EUR,yellow,Spanish Unemployment Change,N/A,15.4K,19.5K
Sep 2,12:15pm,USD,orange,ADP Non-Farm Employment Change,N/A,47K,44K
Sep 2,1:45pm,CAD,red,BOC Rate Statement,N/A,N/A,N/A
Sep 2,1:45pm,CAD,red,Overnight Rate,N/A,2.25%,2.25%
Sep 2,2:00pm,USD,yellow,Factory Orders m/m,N/A,0.7%,-0.3%
Sep 2,2:30pm,CAD,red,BOC Press Conference,N/A,N/A,N/A
Sep 2,2:30pm,USD,yellow,Crude Oil Inventories,N/A,-0.4M,0.1M
Sep 2,6:00pm,USD,yellow,Beige Book,N/A,N/A,N/A
Sep 2,8:10pm,NZD,orange,RBNZ Gov Breman Speaks,N/A,N/A,N/A
Sep 2,10:45pm,NZD,yellow,Overseas Trade Index q/q,N/A,-2.1%,-2.0%
Sep 3,1:00am,NZD,yellow,ANZ Commodity Prices m/m,N/A,N/A,-3.9%
Sep 3,1:15am,AUD,yellow,RBA Assist Gov Jones Speaks,N/A,N/A,N/A
Sep 3,1:30am,AUD,yellow,Goods Trade Balance,N/A,1.52B,1.93B
Sep 3,1:45am,CNY,yellow,RatingDog Services PMI,N/A,50.6,50.4
Sep 3,3:35am,JPY,yellow,30-y Bond Auction,N/A,N/A,3.94|3.9
Sep 3,5:15am,AUD,yellow,RBA Assist Gov Hunter Speaks,N/A,N/A,N/A
Sep 3,6:30am,CHF,orange,CPI m/m,N/A,0.0%,-0.1%
Sep 3,7:00am,CHF,yellow,GDP q/q,N/A,1.7%,0.7%
Sep 3,7:15am,EUR,yellow,Spanish Services PMI,N/A,59.0,58.3
Sep 3,7:45am,EUR,yellow,Italian Services PMI,N/A,53.6,52.5
Sep 3,7:50am,EUR,yellow,French Final Services PMI,N/A,48.4,48.4
Sep 3,7:55am,EUR,yellow,German Final Services PMI,N/A,48.5,48.5
Sep 3,8:00am,EUR,yellow,Final Services PMI,N/A,51.7,51.7
Sep 3,8:30am,GBP,yellow,Final Services PMI,N/A,52.8,52.8
Sep 3,8:43am,EUR,yellow,Spanish 10-y Bond Auction,N/A,N/A,3.54|2.4
Sep 3,8:57am,EUR,yellow,French 10-y Bond Auction,N/A,N/A,3.86|3.7
Sep 3,9:00am,EUR,yellow,PPI m/m,N/A,1.2%,-0.3%
Sep 3,9:30am,USD,yellow,Challenger Job Cuts y/y,N/A,N/A,-46.1%
Sep 3,12:30pm,CAD,yellow,Labor Productivity q/q,N/A,0.7%,-0.5%
Sep 3,12:30pm,CAD,yellow,Trade Balance,N/A,3.2B,3.9B
Sep 3,12:30pm,USD,orange,Unemployment Claims,N/A,205K,203K
Sep 3,12:30pm,USD,yellow,FOMC Member Waller Speaks,N/A,N/A,N/A
Sep 3,12:30pm,USD,yellow,Revised Nonfarm Productivity q/q,N/A,1.4%,1.4%
Sep 3,12:30pm,USD,yellow,Revised Unit Labor Costs q/q,N/A,1.3%,1.3%
Sep 3,12:30pm,USD,yellow,Trade Balance,N/A,-89.4B,-73.3B
Sep 3,1:45pm,USD,yellow,Final Services PMI,N/A,56.8,56.8
Sep 3,2:00pm,USD,orange,ISM Services PMI,N/A,54.2,54.1
Sep 3,2:30pm,USD,yellow,Natural Gas Storage,N/A,30B,15B
Sep 3,3:00pm,GBP,yellow,MPC Member Pill Speaks,N/A,N/A,N/A
Sep 3,7:00pm,USD,yellow,FOMC Member Hammack Speaks,N/A,N/A,N/A
Sep 3,7:55pm,USD,yellow,FOMC Member Goolsbee Speaks,N/A,N/A,N/A
Sep 3,11:30pm,JPY,yellow,Household Spending y/y,N/A,-1.6%,-3.3%
Sep 4,6:00am,EUR,yellow,German Factory Orders m/m,N/A,0.3%,3.1%
Sep 4,8:00am,EUR,yellow,Italian Retail Sales m/m,N/A,0.2%,-0.1%
Sep 4,8:30am,GBP,yellow,Construction PMI,N/A,45.8,44.7
Sep 4,8:50am,GBP,red,BOE Gov Bailey Speaks,N/A,N/A,N/A
Sep 4,9:00am,EUR,yellow,Retail Sales m/m,N/A,0.3%,-0.3%
Sep 4,12:30pm,CAD,red,Employment Change,N/A,15.1K,75.1K
Sep 4,12:30pm,CAD,red,Unemployment Rate,N/A,6.4%,6.4%
Sep 4,12:30pm,USD,red,Average Hourly Earnings m/m,N/A,0.3%,0.1%
Sep 4,12:30pm,USD,red,Non-Farm Employment Change,N/A,55K,-23K
Sep 4,12:30pm,USD,red,Unemployment Rate,N/A,4.1%,4.1%
Sep 4,2:00pm,CAD,orange,Ivey PMI,N/A,56.2,55.1
